audience,budget,casting,countries,duration_s,end_year,genres,id,kind,metacritic_score,original_title,poster_link,rating,release_year,synopsis,title,vote_count,worldwide_gross
TV-PG,,"Raymond Burr, Barbara Hale, William Hopper, Ray Collins, William Talman, Don Anderson, Lee Miller, Wesley Lau, George E. Stone, S. John Launer, Kenneth MacDonald, Bert Stevens, Richard Anderson, Michael Fox, Willis Bouchey, Morris Ankrum, John Gallaudet, Connie Cezon",United States,3600,1966,"Crime, Drama, Mystery",tt0050051,TV Series,,Perry Mason,https://m.media-amazon.com/images/M/MV5BZjEzYmZkYWYtNjM2ZC00OTg0LWI5MWMtYWU0OWE3OTQ0N2M0XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_.jpg,8.3,1957,The trials of a master criminal defense attorney handling the most difficult cases in support of the innocent.,Perry Mason,11659,
R,55000000,"Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong, Rhys Yates, Christian Ochoa Lavernia, Bobby Schofield, Emily Beecham, Jonny Lee Miller, Alexander Ludwig, Reza Diako, James Nelson-Joyce, Gary Anthony Stennette, Saboor Sahak, Antony Starr, Abbas Fasaei, Hadi Khanjanpour, Ash Goldeh","United Kingdom, Spain, United States",7380,,"Action, Drama, Thriller",tt4873118,Movie,63,The Covenant,https://m.media-amazon.com/images/M/MV5BNmQzOWZhOTMtZTcxNC00MTdkLWEwYmUtOWVmOTFhNTdkNjRkXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_.jpg,7.5,2023,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",Guy Ritchie's the Covenant,158224,21632392
R,63000000,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory, Anthony Ray Parker, Paul Goddard, Robert Taylor, David Aston, Marc Aden Gray, Ada Nicodemou, Deni Gordon, Rowan Witt","United States, Australia",8160,,"Action, Sci-Fi",tt0133093,Movie,73,The Matrix,https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,8.7,1999,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",The Matrix,2041590,467623299
R,58000000,"Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein, Karan Soni, Michael Benyaer, Stefan Kapicic, Brianna Hildebrand, Style Dayne, Kyle Cassie, Taylor Hickson, Ayzee, Naika Toussaint, Randal Reeder, Isaac C. Singleton Jr., Justyn Shippelt, Donna Yamamoto, Jed Rees",United States,6480,,"Action, Comedy",tt1431045,Movie,65,Deadpool,https://m.media-amazon.com/images/M/MV5BYzE5MjY1ZDgtMTkyNC00MTMyLThhMjAtZGI5OTE1NzFlZGJjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,8.0,2016,"A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.",Deadpool,1118969,782837347
R,6800000,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel, Hussein Sami, Rémy Girard, Dominique Briand, Frédéric Paquet, Hamed Najem, Ahmad Massad, Bader Alami, Majida Hussein, Asriah Nijres, John Dunn-Hill, Nadia Essadiqi, Chaouki Charbel, Axel Garbi, Amine Benzenine","Canada, France",7860,,"Drama, Mystery, War",tt1255953,Movie,80,Incendies,https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,8.3,2010,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Incendies,197843,6797861
TV-14,,"Rob Lowe, Ronen Rubinstein, Sierra Aylina McClain, Jim Parrack, Natacha Karam, Brian Michael Smith, Rafael L. Silva, Julian Works, Brianna Baker, Gina Torres, Kelsey Yates, Skyler Yates, Nina Concepción, Mark Elias, Lisa Edelstein, Liv Tyler, Derek Webster, Benito Martinez",United States,2580,,"Action, Drama, Thriller",tt10323338,TV Series,,9-1-1: Lone Star,https://m.media-amazon.com/images/M/MV5BZjNhNTI0ZTItNTJlMC00ZDI3LWEzNmYtYWFlODUwYjYxNGU3XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg,7.3,2020,"A New York firefighter relocates to Austin, Texas with his son, where he works to save people's lives while trying to solve his own personal problems.",9-1-1: Lone Star,21073,
TV-PG,,"Ray Chase, Jennifer Hale, Alison Sealy-Smith, Cal Dodd, Lenore Zann, Matthew Waterson, George Buza, JP Karliak, A.J. LoCascio, Isaac Robinson-Smith, Holly Chou, Catherine Disher, Lawrence Bayne, Donna Jay Fulks, Jeff Bennett, Ross Marquand, Gui Agustini, David Errigo Jr.","United States, South Korea",,,"Animation, Action, Adventure",tt16026746,TV Series,,X-Men '97,https://m.media-amazon.com/images/M/MV5BN2U4NmE4NDYtZWU2Ni00YTc5LTkxYTgtYjU3NzE4NzNkOWJmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,9.1,2024,Continuation of X-Men: The Animated Series (1992) .,X-Men '97,1525,
TV-MA,,"Kento Kaku, Yôsuke Eguchi, Tae Kimura, Nobuko Miyamoto, Elyse Dinh, Keisuke Hoashi, Tomorowo Taguchi, Aju Makita, Kengo Kôra, Riho Yoshioka, Andrew Grace, Pierre Taki, Ren Hanami",Japan,3600,,"Action, Drama, Thriller",tt22012992,TV Series,,Shinobi no Ie: House of Ninjas,https://m.media-amazon.com/images/M/MV5BODE1Mzk1NzMtNjc1Ny00NzQ0LTkwODMtMzE2Mjg5NWUxOGM0XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,7.2,2024,"The Tawara family, the last shinobi clan. It had abandoned its roots after an incident in the past, but now the family must take on the greatest crisis in Japanese history, one that threatens to shake the nation to its core.",House of Ninjas,4956,
TV-14,,"Richard Dean Anderson, Michael Shanks, Amanda Tapping, Christopher Judge, Don S. Davis, Gary Jones, Peter Kufluk, Teryl Rothery, Dan Shea, Ben Browder, Beau Bridges, Claudia Black, Peter DeLuise, Martin Wood, Corin Nemec, Tony Amendola, Carmen Argenziano, T.M. Sandulak","United States, Canada",2640,2007,"Action, Adventure, Drama",tt0118480,TV Series,,Stargate SG-1,https://m.media-amazon.com/images/M/MV5BMTc3MjEwMTc5N15BMl5BanBnXkFtZTcwNzQ2NjQ4NA@@._V1_.jpg,8.4,1997,"A secret military team, SG-1, is formed to explore other planets through the recently discovered Stargates.",Stargate SG-1,100909,
G,15000000,"Charlton Heston, Jack Hawkins, Stephen Boyd, Haya Harareet, Hugh Griffith, Martha Scott, Cathy O'Donnell, Sam Jaffe, Finlay Currie, Frank Thring, Terence Longdon, George Relph, André Morell, Umberto Alivernini, Armando Annuale, Artemio Antonini, Nello Appodia, Fortunato Arena",United States,12720,,"Adventure, Drama",tt0052618,Movie,90,Ben-Hur,https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,8.1,1959,"After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.",Ben-Hur,252379,74437981
R,40000000,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk, Luke Grimes, Marcia Gay Harden, Rita Ora, Max Martini, Callum Keith Rennie, Andrew Airlie, Dylan Neal, Elliat Albrecht, Rachel Skarsten, Emily Fonda, Anthony Konechny, Bruce Dawson, Tom Butler",United States,7500,,"Drama, Romance, Thriller",tt2322441,Movie,46,Fifty Shades of Grey,https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_.jpg,4.2,2015,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",Fifty Shades of Grey,334797,569651467
PG-13,356000000,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Don Cheadle, Paul Rudd, Benedict Cumberbatch, Chadwick Boseman, Brie Larson, Tom Holland, Karen Gillan, Zoe Saldana, Evangeline Lilly, Tessa Thompson, Rene Russo, Elizabeth Olsen",United States,10860,,"Action, Adventure, Drama",tt4154796,Movie,78,Avengers: Endgame,https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_.jpg,8.4,2019,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",Avengers: Endgame,1257142,2799439100
PG-13,40000000,"Joel Edgerton, Callum Turner, Peter Guinness, Sam Strike, Thomas Elms, Jack Mulhern, Luke Slattery, Bruce Herbelin-Earle, Wil Coban, Tom Varey, Joel Phillimore, James Wolk, Hadley Robinson, Courtney Henggeler, Chris Diamantopoulos, Glenn Wrage, Edward Baker-Duly, Adrian Lukis",United States,7380,,"Biography, Drama, Sport",tt1856080,Movie,54,The Boys in the Boat,https://m.media-amazon.com/images/M/MV5BNGU1Nzc4YWMtZmZiYi00NzFkLTk2MDUtOGRlNGU1Njk0ZTdkXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg,7.0,2023,"A 1930s-set story centered on the University of Washington's rowing team, from their Depression-era beginnings to winning gold at the 1936 Berlin Olympics.",The Boys in the Boat,11610,55419087
PG-13,350000000,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang, Kate Winslet, Cliff Curtis, Joel David Moore, CCH Pounder, Edie Falco, Brendan Cowell, Jemaine Clement, Jamie Flatters, Britain Dalton, Trinity Jo-Li Bliss, Jack Champion, Bailey Bass, Filip Geljo, Duane Evans Jr.",United States,11520,,"Action, Adventure, Fantasy",tt1630029,Movie,67,Avatar: The Way of Water,https://m.media-amazon.com/images/M/MV5BYjhiNjBlODctY2ZiOC00YjVlLWFlNzAtNTVhNzM1YjI1NzMxXkEyXkFqcGdeQXVyMjQxNTE1MDA@._V1_.jpg,7.6,2022,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",Avatar: The Way of Water,488971,2320250281
TV-14,,"Teri Hatcher, Felicity Huffman, Marcia Cross, Eva Longoria, Ricardo Chavira, Brenda Strong, James Denton, Doug Savant, Shawn Pyfrom, Nicollette Sheridan, Andrea Bowen, Kyle MacLachlan, Brent Kinsman, Shane Kinsman, Kathryn Joosten, Zane Huett, Joy Jorgensen, Mark Moses",United States,2700,2012,"Comedy, Drama, Mystery",tt0410975,TV Series,,Desperate Housewives,https://m.media-amazon.com/images/M/MV5BMzJiZjJkMjAtNjAxMy00ODFiLWE5NzYtZjBiYmU4YzY4YzU5XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_.jpg,7.6,2004,Secrets and truths unfold through the lives of female friends in one suburban neighborhood after the mysterious suicide of a neighbor.,Desperate Housewives,139040,
TV-MA,,"Úrsula Corberó, Álvaro Morte, Itziar Ituño, Pedro Alonso, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Enrique Arce, Alba Flores, Fernando Soto, Mario de la Rosa, Hovik Keuchkerian, Luka Peros, Rodrigo de la Serna, Najwa Nimri, Fernando Cayo, Paco Tous",Spain,4200,2021,"Action, Crime, Drama",tt6468322,TV Series,,La casa de papel,https://m.media-amazon.com/images/M/MV5BODI0ZTljYTMtODQ1NC00NmI0LTk1YWUtN2FlNDM1MDExMDlhXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_.jpg,8.2,2017,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,Money Heist,528591,
TV-PG,,"Mark Williams, John Burton, Sorcha Cusack, Jack Deam, Nancy Carroll, Alex Price, Tom Chambers, Emer Kenny, Claudie Blakley, Ruby-May Martinwood, John Light, Hugo Speer, Keith Osborn, Kasia Koleczek, Colin Deaney, Alan Williams, Jonathan Rigby, Roger May",United Kingdom,3120,,"Crime, Drama, Mystery",tt2215842,TV Series,,Father Brown,https://m.media-amazon.com/images/M/MV5BYzRkMTg4NzEtNzJkNS00Y2UxLTg1ZTYtNTc1YjBlN2YzYjI3XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_.jpg,7.8,2013,"In the early 1950s, Father Brown, a Roman Catholic priest based in the fictional Cotswold village of Kembleford, uses his distinctive skills to solve various crimes.",Father Brown,14802,
TV-14,,"Alison O'Donnell, Steven Robertson, Douglas Henshall, Lewis Howden, Mark Bonnar, Erin Armstrong, Anne Kidd, Julie Graham, Conor McCarry, Angus Miller, Neve McIntosh, Lucianne McEvoy, Fiona Bell, Julia Brown, Anneika Rose, Eubha Akilade, Ashley Jensen, Stephen Walters",United Kingdom,3600,,"Crime, Drama, Mystery",tt2396135,TV Series,,Shetland,https://m.media-amazon.com/images/M/MV5BMDlkNTFkMzgtYThlMS00NWZiLWI4OWMtMWUxZWIxOGRjYzcwXkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_.jpg,8.3,2013,A local police team investigate crimes within the close knit island community of Shetland.,Shetland,25452,
PG-13,434585,"Sakura Andô, Eita Nagayama, Soya Kurokawa, Hinata Hiiragi, Mitsuki Takahata, Akihiro Kakuta, Shidô Nakamura, Yûko Tanaka",Japan,7620,,"Drama, Thriller",tt23736044,Movie,79,Kaibutsu,https://m.media-amazon.com/images/M/MV5BNDA3NTQ1YWItZDg4Ny00ZDYxLWJmZDYtODY4MTcwYWFlMDYwXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_.jpg,7.9,2023,A mother demands answers from her son's teacher when her son begins acting strangely.,Monster,17880,21669650
R,185000000,"Margot Robbie, Idris Elba, John Cena, Joel Kinnaman, Michael Rooker, Viola Davis, John Ostrander, Nathan Fillion, Jai Courtney, Flula Borg, Mayling Ng, Pete Davidson, Sean Gunn, Stephen Blackehart, Steve Agee, Tinashe Kajese, Jennifer Holland, Fernando Martinez",United States,7920,,"Action, Adventure, Comedy",tt6334354,Movie,72,The Suicide Squad,https://m.media-amazon.com/images/M/MV5BNzUzMjkxMzItMTc0MS00MjAxLWFiZGMtY2YwOGM2Yjk1ZjBmXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg,7.2,2021,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",The Suicide Squad,405996,168717425
TV-MA,,"Damson Idris, Carter Hudson, Sergio Peris-Mencheta, Isaiah John, Amin Joseph, Angela Lewis, Michael Hyatt, Gail Bean, Kevin Carroll, Alon Aboutboul, DeRay Davis, Emily Rios, Devyn A. Tyler, Reign Edwards, Evan Allen-Gessesse, Matthew Alan, Scott Subiono, Peta Sergeant",United States,2640,2023,"Crime, Drama",tt6439752,TV Series,,Snowfall,https://m.media-amazon.com/images/M/MV5BYzVjNTRhNWItMzQzZS00MDBkLWIxNDMtOTU4MzRmMmNiZWRiXkEyXkFqcGdeQXVyMTUwMzE3NjY0._V1_.jpg,8.4,2017,A look at the early days of the crack cocaine epidemic in Los Angeles during the beginning of the 1980s.,Snowfall,28980,
R,15000000,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Allison Janney, Chris Cooper, Scott Bakula, Sam Robards, Barry Del Sherman, Ara Celi, John Cho, Fort Atkinson, Sue Casey, Kent Faulcon, Brenda Wehle, Lisa Cloud",United States,7320,,Drama,tt0169547,Movie,84,American Beauty,https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,8.3,1999,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,American Beauty,1206868,356296601
R,7620000,"Jason Statham, Brad Pitt, Stephen Graham, Vinnie Jones, Ade, William Beck, Andy Beckwith, Ewen Bremner, Jason Buckham, Mickey Cantwell, Nicola Collins, Teena Collins, Charles Cork, James Cunningham, Sorcha Cusack, Mickey Dee, Benicio Del Toro, Sam Douglas","United Kingdom, United States",6120,,"Comedy, Crime",tt0208092,Movie,55,Snatch,https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,8.2,2000,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Snatch,906090,83557872
TV-MA,,"Norman Reedus, Clémence Poésy, Laïka Blanc-Francard, Melissa McBride, Louis Puech Scigliuzzi, Anne Charrier, Romain Levi, Adam Nagaitis, Eriq Ebouaney, François Delaive, Tristan Zanchi, Lukerya Ilyashenko, Maxime Lefrançois, Catherine Arditi, Dominique Pinon, Hugo Dillon, Hassam Ghancy, Sabine Pakora",United States,3600,,"Drama, Horror",tt13062500,TV Series,,The Walking Dead: Daryl Dixon,https://m.media-amazon.com/images/M/MV5BYmU2MGMyNzQtMmQ1Mi00ZjQ0LThhNDYtN2I3N2M4NTgyMDc3XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,7.6,2023,Daryl's journey across a broken but resilient France as he hopes to find a way back home.,The Walking Dead: Daryl Dixon,18513,
R,11000000,"Sigourney Weaver, Tom Skerritt, John Hurt, Veronica Cartwright, Harry Dean Stanton, Ian Holm, Yaphet Kotto, Bolaji Badejo, Helen Horton, Eddie Powell","United Kingdom, United States",7020,,"Horror, Sci-Fi",tt0078748,Movie,89,Alien,https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,8.5,1979,The crew of a commercial spacecraft encounters a deadly lifeform after investigating a mysterious transmission of unknown origin.,Alien,944992,106285522
R,110000000,"Brad Pitt, Margot Robbie, Jean Smart, Olivia Wilde, J.C. Currais, Diego Calva, Jimmy Ortega, Marcos A. Ferraez, Shane Powers, Phoebe Tonkin, Troy Metcalf, Jovan Adepo, Hansford Prince, Telvin Griffin, Cutty Cuthbert, Albert Hammond Jr., Flea, Bregje Heinen",United States,11340,,"Comedy, Drama, History",tt10640346,Movie,61,Babylon,https://m.media-amazon.com/images/M/MV5BNjlkYjc4NGMtZjc3MS00NjQ3LTk4MmUtMTkwZGZjODE1ZDVlXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,7.1,2022,"A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.",Babylon,165025,63562440
TV-MA,,"Kayvan Novak, Matt Berry, Natasia Demetriou, Harvey Guillén, Mark Proksch, Kristen Schaal, Anthony Atamanuik, Doug Jones, Chris Sandiford, Jean-Michel Richaud, Parisa Fakhri, Anoop Desai, Violet Tinnirello, Liam McKenna, Veronika Slowikowska, Gavin Fox, Myrna Cabello, Andy Hull","United States, Canada",1800,2024,"Comedy, Fantasy, Horror",tt7908628,TV Series,,What We Do in the Shadows,https://m.media-amazon.com/images/M/MV5BODUwOWE4ZjQtNGQ2MS00MjNjLTgwMGMtZDdlYWU0ZGRhNWFiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,8.6,2019,A look into the nightly lives of four vampires who have lived together on Staten Island for over a century.,What We Do in the Shadows,101307,
TV-14,,"David Boreanaz, Neil Brown Jr., A.J. Buckley, Toni Trucks, Justin Melnick, Max Thieriot, Tyler Grey, Judd Lormand, Jessica Paré, Dita The Hair Missile Dog, Scott Foxx, Alona Tal, Parisa Fakhri, Kerri Medders, Jamie McShane, Mike Wade, Emily Swallow, Kaliayh Rhambo",United States,2580,2024,"Action, Drama, War",tt6473344,TV Series,,SEAL Team,https://m.media-amazon.com/images/M/MV5BMWQxMWI3ZmYtYjQzMC00M2MyLTliN2YtMzgyZTQ2OThhZWQ4XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_.jpg,7.8,2017,"The lives of the elite Navy SEALs as they train, plan, and execute the most dangerous, high-stakes missions the United States of America can ask.",SEAL Team,32580,
TV-14,,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone, Lamorne Morris, Damon Wayans Jr., Nasim Pedrad, Nelson Franklin, Megan Fox, David Walton, Curtis Armstrong, Steve Agee, Rob Reiner, Rebecca Ballantine Reid, Gillian Vigman, Danielle Rockoff, Rhiannon Rockoff, June Diane Raphael",United States,1320,2018,"Comedy, Romance",tt1826940,TV Series,,New Girl,https://m.media-amazon.com/images/M/MV5BMjA0MDc1NTk0Ml5BMl5BanBnXkFtZTgwMTk2ODA5NDM@._V1_.jpg,7.8,2011,"After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.",New Girl,244344,
TV-14,,"Marlyne Barrett, S. Epatha Merkerson, Oliver Platt, Nick Gehlfuss, Brian Tee, Lorena Diaz, Yaya DaCosta, Torrey DeVitto, Courtney Rioux, Dominic Rains, Colin Donnell, Ashland Thomas, Jeremy Shouldis, Rachel DiPillo, Cesar Jaime, Steven Weber, Marie Tredway, Marc Grapey",United States,2580,,Drama,tt4655480,TV Series,,Chicago Med,https://m.media-amazon.com/images/M/MV5BY2UyMTU5NWUtZThkMS00ODIyLThhYTUtNTdkZGYxZDYzNzRjXkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_.jpg,7.6,2015,"The city's most highly skilled medical team saves lives, while navigating their unique interpersonal relationships.",Chicago Med,29343,
R,1300000,"Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks, Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito, Garth Avery, Peter Boyle, Harry Cohn, Copper Cunningham, Brenda Dickson, Harry Fischler, Nat Grant, Leonard Harris, Richard Higgs, Beau Kayser",United States,6840,,"Crime, Drama",tt0075314,Movie,94,Taxi Driver,https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,8.2,1976,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",Taxi Driver,915294,28579560
TV-PG,,"Yannick Bisson, Helene Joy, Thomas Craig, Jonny Harris, Lachlan Murdoch, Shanice Banton, Daniel Maslany, Arwen Humphreys, Georgina Reilly, Clare McConnell, Kristian Bruun, Bea Santos, Mouna Traoré, Charles Vandervaart, Siobhan Murphy, James Graham, Peter Keleghan, Erin Agostino","Canada, United Kingdom",2880,,"Crime, Drama, Mystery",tt1091909,TV Series,,Murdoch Mysteries,https://m.media-amazon.com/images/M/MV5BMjMwNjkzNDU4Ml5BMl5BanBnXkFtZTcwMDUxMTAyOA@@._V1_.jpg,8.2,2008,"In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city's most gruesome murders.",Murdoch Mysteries,17261,
